DateTime;Temperatura
2026-03-18 03:00:00;15,263
2026-03-18 03:30:00;15,292
2026-03-18 04:00:00;15,813
2026-03-18 04:30:00;16,966
2026-03-18 05:00:00;17,511
2026-03-18 05:30:00;18,045
2026-03-18 06:00:00;19,131
2026-03-18 06:30:00;18,412
2026-03-18 07:00:00;20,139
2026-03-18 07:30:00;21,199
2026-03-18 08:00:00;20,899
2026-03-18 08:30:00;21,780
2026-03-18 09:00:00;22,236
2026-03-18 09:30:00;22,731
2026-03-18 10:00:00;23,421
2026-03-18 10:30:00;24,466
2026-03-18 11:00:00;24,973
2026-03-18 11:30:00;24,502
2026-03-18 12:00:00;25,496
2026-03-18 12:30:00;24,970
2026-03-18 13:00:00;25,614
2026-03-18 13:30:00;24,925
2026-03-18 14:00:00;24,875
2026-03-18 14:30:00;24,747
2026-03-18 15:00:00;25,443
2026-03-18 15:30:00;24,265
2026-03-18 16:00:00;23,288
2026-03-18 16:30:00;23,383
2026-03-18 17:00:00;22,373
2026-03-18 17:30:00;21,742
2026-03-18 18:00:00;21,612
2026-03-18 18:30:00;20,664
2026-03-18 19:00:00;20,098
2026-03-18 19:30:00;19,352
2026-03-18 20:00:00;18,824
2026-03-18 20:30:00;18,235
2026-03-18 21:00:00;16,822
2026-03-18 21:30:00;17,189
2026-03-18 22:00:00;16,121
2026-03-18 22:30:00;15,528
2026-03-18 23:00:00;15,649
2026-03-18 23:30:00;15,410
2026-03-19 00:00:00;14,928
2026-03-19 00:30:00;15,334
2026-03-19 01:00:00;14,530
2026-03-19 01:30:00;14,900
2026-03-19 02:00:00;14,966
2026-03-19 02:30:00;15,364
2026-03-19 03:00:00;15,767
2026-03-19 03:30:00;15,680
2026-03-19 04:00:00;16,718
2026-03-19 04:30:00;16,978
2026-03-19 05:00:00;16,838
2026-03-19 05:30:00;17,401
2026-03-19 06:00:00;18,702
2026-03-19 06:30:00;19,270
2026-03-19 07:00:00;19,964
2026-03-19 07:30:00;20,643
2026-03-19 08:00:00;21,373
2026-03-19 08:30:00;22,245
2026-03-19 09:00:00;22,111
2026-03-19 09:30:00;22,634
2026-03-19 10:00:00;23,153
2026-03-19 10:30:00;24,068
2026-03-19 11:00:00;24,766
2026-03-19 11:30:00;24,468
2026-03-19 12:00:00;23,954
2026-03-19 12:30:00;24,361
2026-03-19 13:00:00;24,708
2026-03-19 13:30:00;24,762
2026-03-19 14:00:00;24,687
2026-03-19 14:30:00;24,633
2026-03-19 15:00:00;24,221
2026-03-19 15:30:00;24,334
2026-03-19 16:00:00;23,299
2026-03-19 16:30:00;22,742
2026-03-19 17:00:00;22,668
2026-03-19 17:30:00;21,376
2026-03-19 18:00:00;21,430
2026-03-19 18:30:00;20,689
2026-03-19 19:00:00;19,948
2026-03-19 19:30:00;19,903
2026-03-19 20:00:00;18,488
2026-03-19 20:30:00;18,808
2026-03-19 21:00:00;17,421
2026-03-19 21:30:00;16,509
2026-03-19 22:00:00;16,489
2026-03-19 22:30:00;15,657
2026-03-19 23:00:00;15,407
2026-03-19 23:30:00;15,520
2026-03-20 00:00:00;15,365
2026-03-20 00:30:00;14,825
2026-03-20 01:00:00;15,346
2026-03-20 01:30:00;15,448
2026-03-20 02:00:00;15,673
2026-03-20 02:30:00;15,566
2026-03-20 03:00:00;16,147
2026-03-20 03:30:00;15,375
2026-03-20 04:00:00;16,353
2026-03-20 04:30:00;16,653
2026-03-20 05:00:00;17,542
2026-03-20 05:30:00;17,887
2026-03-20 06:00:00;18,648
2026-03-20 06:30:00;20,006
2026-03-20 07:00:00;19,941
2026-03-20 07:30:00;20,797
2026-03-20 08:00:00;21,213
2026-03-20 08:30:00;21,940
2026-03-20 09:00:00;22,502
2026-03-20 09:30:00;23,201
2026-03-20 10:00:00;23,943
2026-03-20 10:30:00;24,543
2026-03-20 11:00:00;24,438
2026-03-20 11:30:00;24,826
2026-03-20 12:00:00;24,427
2026-03-20 12:30:00;24,926
2026-03-20 13:00:00;25,329
2026-03-20 13:30:00;25,260
2026-03-20 14:00:00;24,904
2026-03-20 14:30:00;24,930
2026-03-20 15:00:00;24,502
2026-03-20 15:30:00;24,387
2026-03-20 16:00:00;23,637
2026-03-20 16:30:00;22,919
2026-03-20 17:00:00;22,618
2026-03-20 17:30:00;20,888
2026-03-20 18:00:00;21,428
2026-03-20 18:30:00;19,376
2026-03-20 19:00:00;19,397
2026-03-20 19:30:00;19,505
2026-03-20 20:00:00;18,873
2026-03-20 20:30:00;17,680
2026-03-20 21:00:00;17,251
2026-03-20 21:30:00;17,436
2026-03-20 22:00:00;16,295
2026-03-20 22:30:00;16,818
2026-03-20 23:00:00;15,669
2026-03-20 23:30:00;15,523
2026-03-21 00:00:00;15,736
2026-03-21 00:30:00;15,089
2026-03-21 01:00:00;14,649
2026-03-21 01:30:00;15,004
2026-03-21 02:00:00;15,158
2026-03-21 02:30:00;14,903
2026-03-21 03:00:00;15,580
2026-03-21 03:30:00;15,773
2026-03-21 04:00:00;16,788
2026-03-21 04:30:00;16,968
2026-03-21 05:00:00;17,401
2026-03-21 05:30:00;18,049
2026-03-21 06:00:00;18,784
2026-03-21 06:30:00;19,563
2026-03-21 07:00:00;19,650
2026-03-21 07:30:00;20,288
2026-03-21 08:00:00;21,681
2026-03-21 08:30:00;21,769
2026-03-21 09:00:00;22,004
2026-03-21 09:30:00;23,199
2026-03-21 10:00:00;23,698
2026-03-21 10:30:00;23,431
2026-03-21 11:00:00;24,410
2026-03-21 11:30:00;24,877
2026-03-21 12:00:00;24,961
2026-03-21 12:30:00;25,178
2026-03-21 13:00:00;24,509
2026-03-21 13:30:00;25,073
2026-03-21 14:00:00;24,724
2026-03-21 14:30:00;24,450
2026-03-21 15:00:00;24,635
2026-03-21 15:30:00;24,485
2026-03-21 16:00:00;24,164
2026-03-21 16:30:00;23,504
2026-03-21 17:00:00;22,462
2026-03-21 17:30:00;22,037
2026-03-21 18:00:00;21,562
2026-03-21 18:30:00;20,695
2026-03-21 19:00:00;20,046
2026-03-21 19:30:00;19,636
2026-03-21 20:00:00;18,685
2026-03-21 20:30:00;17,831
2026-03-21 21:00:00;17,355
2026-03-21 21:30:00;17,178
2026-03-21 22:00:00;16,466
2026-03-21 22:30:00;16,152
2026-03-21 23:00:00;15,904
2026-03-21 23:30:00;15,249
